,Institute,Academic Program Name,Seat Type,Gender,Opening Rank,Closing Rank,Year
68061,Indian Institute of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Tech= nology)",EWS,Female-only (including Supernumerary),2132,2132,2022
68062,Indian Institute of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Tech= nology)",OBC-NCL,Gender-Neutral,1015,2249,2022
68063,Indian Institute of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Tech= nology)",OBC-NCL,Female-only (including Supernumerary),5148,5778,2022
68064,Indian Institute of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Tech= nology)",SC,Gender-Neutral,1157,1261,2022
68065,Indian Institute of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Tech= nology)",SC,Female-only (including Supernumerary),1735,1735,2022
68066,Indian Institute of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Tech= nology)",ST,Gender-Neutral,777,810,2022
68067,Indian Institute of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Tech= nology)",ST,Female-only (including Supernumerary),1240,1240,2022
68068,Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of = Technology)",OPEN,Gender-Neutral,140,308,2022
68069,Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of = Technology)",OPEN,Female-only (including Supernumerary),697,942,2022
68070,Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of = Technology)",OPEN (PwD),Gender-Neutral,23,23,2022
68071,Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of = Technology)",OPEN (PwD),Female-only (including Supernumerary),96,96,2022
68072,Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of = Technology)",EWS,Gender-Neutral,62,85,2022
68073,Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of = Technology)",EWS,Female-only (including Supernumerary),167,169,2022
68074,Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of = Technology)",EWS (PwD),Gender-Neutral,6,6,2022
68075,Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of = Technology)",OBC-NCL,Gender-Neutral,94,243,2022
68076,Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of = Technology)",OBC-NCL,Female-only (including Supernumerary),642,933,2022
68077,Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of = Technology)",OBC-NCL (PwD),Gender-Neutral,20,20,2022
68078,Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of = Technology)",SC,Gender-Neutral,30,155,2022
68079,Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of = Technology)",SC,Female-only (including Supernumerary),407,589,2022
68080,Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of = Technology)",ST,Gender-Neutral,32,96,2022
68081,Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of = Technology)",ST,Female-only (including Supernumerary),219,219,2022
68082,Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and=  Master of Technology (Dual Degree))",OPEN,Gender-Neutral,314,401,2022
68083,Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and=  Master of Technology (Dual Degree))",OPEN,Female-only (including Supernumerary),943,1026,2022
68084,Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and=  Master of Technology (Dual Degree))",EWS,Gender-Neutral,109,115,2022
68085,Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and=  Master of Technology (Dual Degree))",OBC-NCL,Gender-Neutral,239,335,2022
68086,Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and=  Master of Technology (Dual Degree))",OBC-NCL,Female-only (including Supernumerary),965,1178,2022
68087,Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and=  Master of Technology (Dual Degree))",OBC-NCL (PwD),Gender-Neutral,47,47,2022
68088,Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and=  Master of Technology (Dual Degree))",SC,Gender-Neutral,111,183,2022
68089,Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and=  Master of Technology (Dual Degree))",SC,Female-only (including Supernumerary),628,628,2022
68090,Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and=  Master of Technology (Dual Degree))",ST,Gender-Neutral,99,116,2022
68091,Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Tec= hnology)",OPEN,Gender-Neutral,918,1882,2022
68092,Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Tec= hnology)",OPEN,Female-only (including Supernumerary),3330,4401,2022
68093,Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Tec= hnology)",OPEN (PwD),Gender-Neutral,120,120,2022
68094,Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Tec= hnology)",EWS,Gender-Neutral,247,401,2022
68095,Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Tec= hnology)",EWS,Female-only (including Supernumerary),1058,1147,2022
68096,Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Tec= hnology)",OBC-NCL,Gender-Neutral,662,980,2022
68097,Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Tec= hnology)",OBC-NCL,Female-only (including Supernumerary),2312,3002,2022
68098,Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Tec= hnology)",SC,Gender-Neutral,260,507,2022
68099,Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Tec= hnology)",SC,Female-only (including Supernumerary),965,1260,2022
68100,Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Tec= hnology)",ST,Gender-Neutral,216,296,2022
68101,Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Tec= hnology)",ST,Female-only (including Supernumerary),735,735,2022
68102,Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, = Bachelor of Technology)",OPEN,Gender-Neutral,1928,3589,2022
68103,Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, = Bachelor of Technology)",OPEN,Female-only (including Supernumerary),6668,9192,2022
68104,Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, = Bachelor of Technology)",EWS,Gender-Neutral,542,828,2022
68105,Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, = Bachelor of Technology)",EWS,Female-only (including Supernumerary),2306,2688,2022
68106,Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, = Bachelor of Technology)",OBC-NCL,Gender-Neutral,1004,2156,2022
68107,Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, = Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),5313,5549,2022
68108,Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, = Bachelor of Technology)",SC,Gender-Neutral,918,1312,2022
68109,Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, = Bachelor of Technology)",SC,Female-only (including Supernumerary),2146,2562,2022
68110,Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, = Bachelor of Technology)",ST,Gender-Neutral,515,742,2022
68111,Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, = Bachelor of Technology)",ST,Female-only (including Supernumerary),1127,1127,2022
68112,Indian Institute of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technol= ogy)",OPEN,Gender-Neutral,4097,5796,2022
68113,Indian Institute of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technol= ogy)",OPEN,Female-only (including Supernumerary),8455,12034,2022
68114,Indian Institute of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technol= ogy)",EWS,Gender-Neutral,949,1052,2022
68115,Indian Institute of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technol= ogy)",EWS,Female-only (including Supernumerary),2313,2677,2022
68116,Indian Institute of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technol= ogy)",OBC-NCL,Gender-Neutral,2266,2972,2022
68117,Indian Institute of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technol= ogy)",OBC-NCL,Female-only (including Supernumerary),5898,7164,2022
68118,Indian Institute of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technol= ogy)",SC,Gender-Neutral,1424,1759,2022
68119,Indian Institute of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technol= ogy)",SC,Female-only (including Supernumerary),2606,2873,2022
68120,Indian Institute of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technol= ogy)",ST,Gender-Neutral,995,1093,2022
68121,Indian Institute of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technol= ogy)",ST,Female-only (including Supernumerary),960,960,2022
68122,Indian Institute of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technolo= gy)",OPEN,Gender-Neutral,8276,10568,2022
68123,Indian Institute of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technolo= gy)",OPEN,Female-only (including Supernumerary),14765,16532,2022
68124,Indian Institute of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technolo= gy)",EWS,Gender-Neutral,1528,1623,2022
68125,Indian Institute of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technolo= gy)",EWS,Female-only (including Supernumerary),2739,2739,2022
68126,Indian Institute of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technolo= gy)",OBC-NCL,Gender-Neutral,3130,3569,2022
68127,Indian Institute of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technolo= gy)",OBC-NCL,Female-only (including Supernumerary),6561,7648,2022
68128,Indian Institute of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technolo= gy)",SC,Gender-Neutral,1799,1975,2022
68129,Indian Institute of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technolo= gy)",SC,Female-only (including Supernumerary),2565,2701,2022
68130,Indian Institute of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technolo= gy)",ST,Gender-Neutral,550,637,2022
68131,Indian Institute of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technolo= gy)",ST,Female-only (including Supernumerary),1173,1173,2022
68132,Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bache= lor of Technology)",OPEN,Gender-Neutral,671,1204,2022
68133,Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bache= lor of Technology)",OPEN,Female-only (including Supernumerary),2102,2765,2022
68134,Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bache= lor of Technology)",OPEN (PwD),Gender-Neutral,29,60,2022
68135,Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bache= lor of Technology)",EWS,Gender-Neutral,132,216,2022
68136,Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bache= lor of Technology)",EWS,Female-only (including Supernumerary),324,380,2022
68137,Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bache= lor of Technology)",OBC-NCL,Gender-Neutral,345,537,2022
68138,Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bache= lor of Technology)",OBC-NCL,Female-only (including Supernumerary),782,866,2022
68139,Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bache= lor of Technology)",OBC-NCL (PwD),Gender-Neutral,17,17,2022
68141,Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bache= lor of Technology)",SC,Gender-Neutral,176,270,2022
68142,Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bache= lor of Technology)",SC,Female-only (including Supernumerary),583,600,2022
68143,Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bache= lor of Technology)",ST,Gender-Neutral,84,122,2022
68144,Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bache= lor of Technology)",ST,Female-only (including Supernumerary),227,227,2022
68145,Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Tec= hnology)",OPEN,Gender-Neutral,2305,3828,2022
68146,Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Tec= hnology)",OPEN,Female-only (including Supernumerary),5293,7458,2022
68148,Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Tec= hnology)",EWS,Gender-Neutral,480,578,2022
68149,Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Tec= hnology)",EWS,Female-only (including Supernumerary),1084,1096,2022
68150,Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Tec= hnology)",OBC-NCL,Gender-Neutral,1235,1613,2022
68151,Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Tec= hnology)",OBC-NCL,Female-only (including Supernumerary),2613,4154,2022
68152,Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Tec= hnology)",SC,Gender-Neutral,557,946,2022
68153,Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Tec= hnology)",SC,Female-only (including Supernumerary),1611,1789,2022
68154,Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Tec= hnology)",ST,Gender-Neutral,420,558,2022
68155,Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Tec= hnology)",ST,Female-only (including Supernumerary),866,866,2022
68156,Indian Institute of Technology Indore,"Mechanical Engineering (4 Years, Bachelor of Tec= hnology)",OPEN,Gender-Neutral,5052,7509,2022
68157,Indian Institute of Technology Indore,"Mechanical Engineering (4 Years, Bachelor of Tec= hnology)",OPEN,Female-only (including Supernumerary),11083,14751,2022
68158,Indian Institute of Technology Indore,"Mechanical Engineering (4 Years, Bachelor of Tec= hnology)",OPEN (PwD),Gender-Neutral,142,142,2022
68159,Indian Institute of Technology Indore,"Mechanical Engineering (4 Years, Bachelor of Tec= hnology)",EWS,Gender-Neutral,1190,1292,2022
68160,Indian Institute of Technology Indore,"Mechanical Engineering (4 Years, Bachelor of Tec= hnology)",EWS,Female-only (including Supernumerary),2729,2735,2022
68161,Indian Institute of Technology Indore,"Mechanical Engineering (4 Years, Bachelor of Tec= hnology)",OBC-NCL,Gender-Neutral,2106,2959,2022
68162,Indian Institute of Technology Indore,"Mechanical Engineering (4 Years, Bachelor of Tec= hnology)",OBC-NCL,Female-only (including Supernumerary),5539,6469,2022
68163,Indian Institute of Technology Indore,"Mechanical Engineering (4 Years, Bachelor of Tec= hnology)",SC,Gender-Neutral,1250,1630,2022
